Id: 2, Name: Work Jeans, Selling: 60.00
Id: 199, Name: Yellow Toque, Selling: 40.00
Id: 200, Name: Black Daypack, Selling: 180.00
Id: 201, Name: Blue Daypack, Selling: 180.00
Id: 202, Name: Green Daypack, Selling: 180.00
Id: 203, Name: Orange Daypack, Selling: 180.00
Id: 204, Name: Purple Daypack, Selling: 180.00
Id: 205, Name: White Daypack, Selling: 180.00
Id: 206, Name: Yellow Daypack, Selling: 180.00
Id: 207, Name: Outfit Jeans, Selling: 65.00
Id: 208, Name: Cowboy Jeans, Selling: 55.00
Id: 209, Name: Cargo Pants, Selling: 40.00
Id: 211, Name: Plaid Shirt, Selling: 0.00
Id: 212, Name: Khaki Pants, Selling: 40.00
Id: 213, Name: Corduroy Pants, Selling: 50.00
Id: 214, Name: Trouser Pants, Selling: 65.00
Id: 215, Name: Black Sweatervest, Selling: 80.00
Id: 216, Name: Blue Sweatervest, Selling: 80.00
Id: 217, Name: Green Sweatervest, Selling: 80.00
Id: 218, Name: Orange Sweatervest, Selling: 80.00
Id: 219, Name: Purple Sweatervest, Selling: 80.00
Id: 220, Name: Red Sweatervest, Selling: 80.00
Id: 221, Name: White Sweatervest, Selling: 80.00
Id: 222, Name: Yellow Sweatervest, Selling: 80.00
Id: 223, Name: Police Top, Selling: 70.00
Id: 224, Name: Police Bottom, Selling: 50.00
Id: 225, Name: Police Cap, Selling: 30.00
Id: 226, Name: Khaki Shorts, Selling: 50.00
Id: 227, Name: Cargo Shorts, Selling: 45.00
Id: 228, Name: Corduroy Shorts, Selling: 45.00
Id: 229, Name: Trouser Shorts, Selling: 55.00
Id: 230, Name: Chef Top, Selling: 60.00
Id: 231, Name: Chef Bottom, Selling: 45.00
Id: 232, Name: Construction Top, Selling: 50.00
Id: 233, Name: Firefighter Top, Selling: 75.00
Id: 234, Name: Firefighter Bottom, Selling: 55.00
Id: 235, Name: Ghillie Top, Selling: 80.00
Id: 236, Name: Ghillie Bottom, Selling: 65.00
Id: 237, Name: Ghillie Hood, Selling: 100.00
Id: 238, Name: Ghillie Vest, Selling: 70.00
Id: 239, Name: Chef Hat, Selling: 25.00
Id: 240, Name: Construction Helmet, Selling: 70.00
Id: 241, Name: Firefighter Helmet, Selling: 70.00
Id: 242, Name: Farmer Top, Selling: 40.00
Id: 243, Name: Farmer Bottom, Selling: 25.00
Id: 244, Name: Farmer Hat, Selling: 15.00
Id: 245, Name: Black Travelpack, Selling: 220.00
Id: 246, Name: Blue Travelpack, Selling: 220.00
Id: 247, Name: Green Travelpack, Selling: 220.00
Id: 248, Name: Orange Travelpack, Selling: 220.00
Id: 249, Name: Purple Travelpack, Selling: 220.00
Id: 250, Name: Red Travelpack, Selling: 220.00
Id: 251, Name: White Travelpack, Selling: 220.00
Id: 252, Name: Yellow Travelpack, Selling: 220.00
Id: 253, Name: Alicepack, Selling: 400.00
Id: 254, Name: Fragmentation Grenade, Selling: 0.00
Id: 255, Name: Blue Flare, Selling: 20.00
Id: 256, Name: Green Flare, Selling: 20.00
Id: 257, Name: Orange Flare, Selling: 20.00
Id: 258, Name: Purple Flare, Selling: 20.00
Id: 259, Name: Red Flare, Selling: 20.00
Id: 260, Name: Yellow Flare, Selling: 20.00
Id: 261, Name: Black Smoke, Selling: 25.00
Id: 262, Name: Blue Smoke, Selling: 25.00
Id: 263, Name: Green Smoke, Selling: 25.00
Id: 264, Name: Orange Smoke, Selling: 25.00
Id: 265, Name: Purple Smoke, Selling: 25.00
Id: 266, Name: Red Smoke, Selling: 25.00
Id: 267, Name: White Smoke, Selling: 25.00
Id: 268, Name: Yellow Smoke, Selling: 25.00
Id: 269, Name: Vaccine, Selling: 40.00
Id: 270, Name: Raw Amber Berries, Selling: 30.00
Id: 271, Name: Raw Indigo Berries, Selling: 0.00
Id: 272, Name: Raw Jade Berries, Selling: 0.00
Id: 273, Name: Raw Russet Berries, Selling: 0.00
Id: 274, Name: Raw Teal Berries, Selling: 30.00
Id: 275, Name: Raw Vermillion Berries, Selling: 30.00
Id: 276, Name: Flashlight, Selling: 50.00
Id: 277, Name: Carjack , Selling: 100.00
Id: 281, Name: Maple Door, Selling: 100.00
Id: 282, Name: Birch Door, Selling: 100.00
Id: 283, Name: Pine Door, Selling: 100.00
Id: 284, Name: Jail Door, Selling: 250.00
Id: 285, Name: Metal Bar, Selling: 25.00
Id: 286, Name: Vault Door, Selling: 0.00
Id: 287, Name: Bars Fortification, Selling: 100.00
Id: 288, Name: Black Bedroll, Selling: 60.00
Id: 289, Name: Blue Bedroll, Selling: 60.00
Id: 290, Name: Green Bedroll, Selling: 60.00
Id: 291, Name: Orange Bedroll, Selling: 60.00
Id: 292, Name: Purple Bedroll, Selling: 60.00
Id: 293, Name: Red Bedroll, Selling: 60.00
Id: 294, Name: White Bedroll, Selling: 60.00
Id: 295, Name: Yellow Bedroll, Selling: 60.00
Id: 296, Name: 16x Scope, Selling: 120.00
Id: 297, Name: Grizzly, Selling: 0.00
Id: 298, Name: Grizzly Magazine, Selling: 0.00
Id: 299, Name: Grizzly Iron Sights, Selling: 25.00
Id: 300, Name: Shadowstalker, Selling: 4500.00
Id: 301, Name: Rail, Selling: 0.00
Id: 302, Name: Shadowstalker Scope, Selling: 50.00
Id: 303, Name: Prisoner Top, Selling: 30.00
Id: 304, Name: Prisoner Bottom, Selling: 25.00
Id: 305, Name: RCMP Bottom, Selling: 45.00
Id: 306, Name: RCMP Top, Selling: 60.00
Id: 307, Name: Forest Military Top, Selling: 80.00
Id: 308, Name: Forest Military Bottom, Selling: 55.00
Id: 309, Name: Forest Military Helmet, Selling: 50.00
Id: 310, Name: Forest Military Vest, Selling: 200.00
Id: 311, Name: Medic Top, Selling: 50.00
Id: 312, Name: Medic Bottom, Selling: 40.00
Id: 313, Name: RCMP Hat, Selling: 30.00
Id: 314, Name: Grocer Top, Selling: 35.00
Id: 315, Name: Grocer Bottom, Selling: 25.00
Id: 316, Name: Maple Stairs, Selling: 75.00
Id: 317, Name: Pine Stairs, Selling: 75.00
Id: 318, Name: Birch Stairs, Selling: 75.00
Id: 319, Name: Maple Hole, Selling: 75.00
Id: 320, Name: Pine Hole, Selling: 75.00
Id: 321, Name: Birch Hole, Selling: 75.00
Id: 322, Name: Maple Ramp, Selling: 75.00
Id: 323, Name: Birch Ramp, Selling: 75.00
Id: 324, Name: Pine Ramp, Selling: 75.00
Id: 325, Name: Maple Ladder, Selling: 100.00
Id: 326, Name: Birch Ladder, Selling: 75.00
Id: 327, Name: Pine Ladder, Selling: 100.00
Id: 328, Name: Locker, Selling: 250.00
Id: 329, Name: Carrot, Selling: 15.00
Id: 330, Name: Carrot Seed, Selling: 15.00
Id: 331, Name: Planter, Selling: 80.00
Id: 332, Name: Fertilizer , Selling: 20.00
Id: 333, Name: Binoculars , Selling: 30.00
Id: 334, Name: Military Nightvision, Selling: 300.00
Id: 335, Name: Corn, Selling: 15.00
Id: 336, Name: Corn Seed, Selling: 15.00
Id: 337, Name: Canteen, Selling: 120.00
Id: 338, Name: Lettuce, Selling: 15.00
Id: 339, Name: Lettuce Seed, Selling: 15.00
Id: 340, Name: Tomato, Selling: 15.00
Id: 341, Name: Tomato Seed, Selling: 15.00
Id: 342, Name: Potato, Selling: 15.00
Id: 343, Name: Potato Seed, Selling: 15.00
Id: 344, Name: Wheat, Selling: 15.00
Id: 345, Name: Wheat Seed, Selling: 15.00
Id: 346, Name: Crossbow, Selling: 300.00
Id: 347, Name: Arrow, Selling: 50.00
Id: 348, Name: Maple Arrow, Selling: 25.00
Id: 349, Name: Crossbow Iron Sights, Selling: 25.00
Id: 350, Name: Name, Selling: 0.00
Id: 351, Name: Birch Arrow, Selling: 25.00
Id: 352, Name: Pine Arrow, Selling: 25.00
Id: 353, Name: Maple Bow, Selling: 180.00
Id: 354, Name: Name, Selling: 0.00
Id: 355, Name: Birch Bow, Selling: 180.00
Id: 356, Name: Pine Bow, Selling: 180.00
Id: 357, Name: Compound Bow, Selling: 230.00
Id: 358, Name: Compound Iron Sights, Selling: 25.00
Id: 359, Name: Maple Torch, Selling: 50.00
Id: 360, Name: Birch Torch, Selling: 50.00
Id: 361, Name: Pine Torch, Selling: 50.00
Id: 362, Name: Campfire, Selling: 80.00
Id: 363, Name: Maplestrike, Selling: 10000.00
Id: 364, Name: Maplestrike Iron Sights, Selling: 25.00
Id: 365, Name: Sandbag, Selling: 30.00
Id: 366, Name: Maple Crate, Selling: 140.00
Id: 367, Name: Birch Crate, Selling: 140.00
Id: 368, Name: Pine Crate, Selling: 140.00
Id: 369, Name: Metal Floor, Selling: 550.00
Id: 370, Name: Metal Doorway, Selling: 520.00
Id: 371, Name: Metal Wall, Selling: 500.00
Id: 372, Name: Metal Window, Selling: 480.00
Id: 373, Name: Metal Roof, Selling: 550.00
Id: 374, Name: Metal Pillar, Selling: 450.00
Id: 375, Name: Metal Stairs, Selling: 540.00
Id: 376, Name: Metal Hole, Selling: 500.00
Id: 377, Name: Metal Ramp, Selling: 520.00
Id: 378, Name: Metal Door, Selling: 480.00
Id: 379, Name: Metal Ladder, Selling: 280.00
Id: 380, Name: Masterkey, Selling: 1400.00
Id: 381, Name: 20 Gauge Shells, Selling: 150.00
Id: 382, Name: Caltrop, Selling: 25.00
Id: 383, Name: Maple Spikes, Selling: 20.00
Id: 384, Name: Birch Spikes, Selling: 20.00
Id: 385, Name: Pine Spikes, Selling: 20.00
Id: 386, Name: Barbed Wire, Selling: 55.00
Id: 387, Name: Adrenaline, Selling: 40.00
Id: 388, Name: Morphine, Selling: 35.00
Id: 389, Name: Antibiotics, Selling: 30.00
Id: 390, Name: Painkillers, Selling: 45.00
Id: 391, Name: Vitamins, Selling: 40.00
Id: 392, Name: Purification Tablets, Selling: 40.00
Id: 393, Name: Rag, Selling: 15.00
Id: 394, Name: Dressing, Selling: 30.00
Id: 395, Name: Bloodbag, Selling: 45.00
Id: 396, Name: Refined Mauve Berries, Selling: 60.00
Id: 397, Name: Refined Amber Berries, Selling: 60.00
Id: 398, Name: Refined Indigo Berries, Selling: 60.00
Id: 399, Name: Refined Jade Berries, Selling: 60.00
Id: 400, Name: Refined Russet Berries, Selling: 60.00
Id: 401, Name: Refined Teal Berries, Selling: 60.00
Id: 402, Name: Refined Vermillion Berries, Selling: 60.00
Id: 403, Name: Suturekit, Selling: 40.00
Id: 404, Name: Cough Syrup, Selling: 15.00
Id: 405, Name: Mechanic Top, Selling: 50.00
Id: 406, Name: Mechanic Bottom, Selling: 35.00
Id: 407, Name: Engineer Top, Selling: 45.00
Id: 408, Name: Engineer Bottom, Selling: 20.00
Id: 410, Name: Black Poncho, Selling: 75.00
Id: 411, Name: Blue Poncho, Selling: 75.00
Id: 412, Name: Green Poncho, Selling: 75.00
Id: 413, Name: Orange Poncho, Selling: 75.00
Id: 414, Name: Purple Poncho, Selling: 75.00
Id: 415, Name: Red Poncho, Selling: 75.00
Id: 416, Name: White Poncho, Selling: 75.00
Id: 417, Name: Yellow Poncho, Selling: 75.00
Id: 421, Name: Suit Top, Selling: 50.00
Id: 422, Name: Suit Bottom, Selling: 50.00
Id: 423, Name: Engineer Hat, Selling: 15.00
Id: 424, Name: Fedora, Selling: 30.00
Id: 425, Name: Black Cap, Selling: 15.00
Id: 426, Name: Blue Cap, Selling: 15.00
Id: 427, Name: Green Cap, Selling: 15.00
Id: 428, Name: Orange Cap, Selling: 15.00
Id: 429, Name: Purple Cap, Selling: 15.00
Id: 430, Name: Red Cap, Selling: 15.00
Id: 431, Name: White Cap, Selling: 15.00
Id: 432, Name: Yellow Cap, Selling: 15.00
Id: 433, Name: Forest Beret, Selling: 40.00
Id: 434, Name: Black Balaclava, Selling: 30.00
Id: 435, Name: Blue Balaclava, Selling: 30.00
Id: 436, Name: Green Balaclava, Selling: 30.00
Id: 437, Name: Orange Balaclava, Selling: 30.00
Id: 438, Name: Purple Balaclava, Selling: 30.00
Id: 439, Name: Red Balaclava, Selling: 30.00
Id: 440, Name: White Balaclava, Selling: 30.00
Id: 441, Name: Yellow Balaclava, Selling: 30.00
Id: 442, Name: Maple Rampart, Selling: 75.00
Id: 443, Name: Maple Post, Selling: 75.00
Id: 444, Name: Birch Rampart, Selling: 80.00
Id: 445, Name: Pine Rampart, Selling: 80.00
Id: 446, Name: Metal Rampart, Selling: 240.00
Id: 447, Name: Birch Post, Selling: 60.00
Id: 448, Name: Pine Post, Selling: 60.00
Id: 449, Name: Metal Post, Selling: 180.00
Id: 450, Name: Maple Garage, Selling: 160.00
Id: 451, Name: Maple Gate, Selling: 200.00
Id: 452, Name: Birch Garage, Selling: 160.00
Id: 453, Name: Pine Garage, Selling: 160.00
Id: 454, Name: Metal Garage, Selling: 350.00
Id: 455, Name: Birch Gate, Selling: 200.00
Id: 456, Name: Pine Gate, Selling: 200.00
Id: 457, Name: Metal Gate, Selling: 400.00
Id: 458, Name: Portable Generator, Selling: 2500.00
Id: 459, Name: Spotlight, Selling: 90.00
Id: 460, Name: Bread, Selling: 15.00
Id: 461, Name: Tuna Sandwich, Selling: 15.00
Id: 462, Name: Milk Box, Selling: 15.00
Id: 463, Name: Orange Juice, Selling: 15.00
Id: 464, Name: Cheese, Selling: 15.00
Id: 465, Name: Canned Soda, Selling: 15.00
Id: 466, Name: Grilled Cheese Sandwich, Selling: 15.00
Id: 467, Name: BLT Sandwich, Selling: 15.00
Id: 468, Name: Ham Sandwich, Selling: 15.00
Id: 469, Name: Canned Ham, Selling: 15.00
Id: 470, Name: Eggs, Selling: 15.00
Id: 471, Name: Cake, Selling: 15.00
Id: 472, Name: Bottled Cola, Selling: 15.00
Id: 473, Name: Bottled Soda, Selling: 15.00
Id: 474, Name: Maple Rifle, Selling: 450.00
Id: 475, Name: Rifle Iron Sights, Selling: 25.00
Id: 476, Name: Makeshift Scope, Selling: 30.00
Id: 477, Name: Makeshift Muffler, Selling: 15.00
Id: 478, Name: Rifle Clip, Selling: 90.00
Id: 479, Name: Birch Rifle, Selling: 450.00
Id: 480, Name: Pine Rifle, Selling: 450.00
Id: 481, Name: Maple Bottle , Selling: 15.00
Id: 482, Name: Birch Bottle , Selling: 15.00
Id: 483, Name: Pine Bottle , Selling: 15.00
Id: 484, Name: Sportshot, Selling: 300.00
Id: 485, Name: Sportshot Magazine, Selling: 40.00
Id: 486, Name: Sportshot Iron Sights, Selling: 25.00
Id: 487, Name: Makeshift Bat, Selling: 80.00
Id: 488, Name: Desert Falcon, Selling: 800.00
Id: 489, Name: Desert Falcon Magazine, Selling: 80.00
Id: 490, Name: Chainsaw, Selling: 120.00
Id: 503, Name: Fishing Rod, Selling: 100.00
Id: 504, Name: Raw Trout, Selling: 15.00
Id: 505, Name: Raw Salmon, Selling: 0.00
Id: 506, Name: Birch Rod, Selling: 75.00
Id: 507, Name: Maple Rod, Selling: 75.00
Id: 508, Name: Pine Rod, Selling: 75.00
Id: 509, Name: Fishing Hat, Selling: 20.00
Id: 510, Name: Fishing Top, Selling: 45.00
Id: 511, Name: Fishing Bottom, Selling: 30.00
Id: 512, Name: Cooked Trout, Selling: 15.00
Id: 513, Name: Cooked Salmon, Selling: 15.00
Id: 514, Name: Raw Venison, Selling: 0.00
Id: 515, Name: Cooked Venison, Selling: 15.00
Id: 516, Name: Leather, Selling: 15.00
Id: 517, Name: Leather Top, Selling: 25.00
Id: 518, Name: Leather Bottom, Selling: 20.00
Id: 519, Name: Rocket Launcher, Selling: 0.00
Id: 520, Name: Rocket, Selling: 0.00
Id: 521, Name: Rocket Iron Sights, Selling: 25.00
Id: 548, Name: Designer Jeans, Selling: 70.00
Id: 892, Name: Small One Way Plate, Selling: 60.00
Id: 893, Name: Small Bulletproof Plate, Selling: 60.00
Id: 894, Name: Small Weak Plate, Selling: 0.00
Id: 1000, Name: Matamorez, Selling: 0.00
Id: 1001, Name: Matamorez Iron Sights, Selling: 25.00
Id: 1002, Name: Name, Selling: 0.00
Id: 1003, Name: Matamorez Magazine, Selling: 0.00
Id: 1004, Name: Kobra Sight, Selling: 50.00
Id: 1005, Name: Matamorez Box, Selling: 0.00
Id: 1006, Name: Cobra Box, Selling: 160.00
Id: 1007, Name: Adaptive Chambering, Selling: 125.00
Id: 1008, Name: Rangefinder, Selling: 650.00
Id: 1009, Name: Desert Beret, Selling: 40.00
Id: 1010, Name: Desert Military Helmet, Selling: 50.00
Id: 1011, Name: Desert Military Top, Selling: 80.00
Id: 1012, Name: Desert Military Bottom, Selling: 55.00
Id: 1013, Name: Desert Military Vest, Selling: 200.00
Id: 1014, Name: Leather Pack, Selling: 80.00
Id: 1015, Name: Biohazard Top, Selling: 400.00
Id: 1016, Name: Biohazard Bottom, Selling: 350.00
Id: 1017, Name: Biohazard Hood, Selling: 5000.00
Id: 1018, Name: Sabertooth, Selling: 2800.00
Id: 1019, Name: Sabertooth Iron Sights, Selling: 25.00
Id: 1020, Name: Sabertooth Magazine, Selling: 180.00
Id: 1021, Name: Avenger, Selling: 750.00
Id: 1022, Name: Avenger Magazine, Selling: 120.00
Id: 1023, Name: Baton, Selling: 50.00
Id: 1024, Name: Peacemaker, Selling: 2000.00
Id: 1025, Name: Peacemaker Iron Sights, Selling: 25.00
Id: 1026, Name: Peacemaker Magazine, Selling: 140.00
Id: 1027, Name: Viper, Selling: 800.00
Id: 1028, Name: Viper Iron Sights, Selling: 25.00
Id: 1029, Name: Viper Magazine, Selling: 150.00
Id: 1030, Name: Frying Pan, Selling: 50.00
Id: 1031, Name: Shovel, Selling: 40.00
Id: 1032, Name: Crowbar, Selling: 55.00
Id: 1033, Name: Paddle, Selling: 50.00
Id: 1034, Name: Pitchfork, Selling: 45.00
Id: 1035, Name: Machete, Selling: 100.00
Id: 1036, Name: Katana, Selling: 150.00
Id: 1037, Name: Heartbreaker, Selling: 10000.00
Id: 1038, Name: Heartbreaker Iron Sights, Selling: 25.00
Id: 1039, Name: Kryzkarek, Selling: 600.00
Id: 1040, Name: Kryzkarek Magazine, Selling: 125.00
