Id: 30500, Name: XM5E1 "Maplestrike", Selling: 6000.00
Id: 36163, Name: SWAT Vest, Selling: 400.00
Id: 36164, Name: Biohazard Fibers, Selling: 0.00
Id: 36165, Name: HAZE Vest, Selling: 1000.00
Id: 36166, Name: HAZE Helmet, Selling: 1000.00
Id: 36167, Name: Firefighter Helmet, Selling: 70.00
Id: 36168, Name: Civilian Vest, Selling: 125.00
Id: 36169, Name: Construction Helmet, Selling: 70.00
Id: 36170, Name: HAZE Bottom, Selling: 1000.00
Id: 36171, Name: HAZE Top, Selling: 1000.00
Id: 36172, Name: Firefighter Bottom, Selling: 50.00
Id: 36173, Name: Firefighter Top, Selling: 70.00
Id: 36174, Name: Construction Bottom, Selling: 65.00
Id: 36175, Name: Construction Top, Selling: 65.00
Id: 36176, Name: Construction Bottom, Selling: 65.00
Id: 36177, Name: Construction Top, Selling: 65.00
Id: 36178, Name: Mercenary Backpack, Selling: 0.00
Id: 36179, Name: Carjack , Selling: 150.00
Id: 36180, Name: Sweater, Selling: 60.00
Id: 36181, Name: Sweater, Selling: 60.00
Id: 36182, Name: Sweater, Selling: 60.00
Id: 36183, Name: Sweater, Selling: 60.00
Id: 36184, Name: Sweater, Selling: 60.00
Id: 36185, Name: Touque, Selling: 25.00
Id: 36186, Name: Touque, Selling: 25.00
Id: 36187, Name: Touque, Selling: 25.00
Id: 36188, Name: Touque, Selling: 25.00
Id: 36189, Name: Touque, Selling: 25.00
Id: 36190, Name: Sweatpants, Selling: 50.00
Id: 36191, Name: Sweatpants, Selling: 50.00
Id: 36192, Name: Sweatpants, Selling: 50.00
Id: 36193, Name: Sweatpants, Selling: 50.00
Id: 36194, Name: Sweatpants, Selling: 50.00
Id: 36195, Name: Armored Plates, Selling: 150.00
Id: 36196, Name: Paint Bucket, Selling: 0.00
Id: 36197, Name: Sweater Vest, Selling: 80.00
Id: 36198, Name: Sweater Vest, Selling: 80.00
Id: 36199, Name: Sweater Vest, Selling: 80.00
Id: 36200, Name: Sweater Vest, Selling: 80.00
Id: 36201, Name: Sweater Vest, Selling: 80.00
Id: 36202, Name: Cotton Vest, Selling: 40.00
Id: 36203, Name: Cotton Vest, Selling: 40.00
Id: 36204, Name: Cotton Vest, Selling: 40.00
Id: 36205, Name: Cotton Vest, Selling: 40.00
Id: 36206, Name: Cotton Vest, Selling: 40.00
Id: 36207, Name: School Backpack, Selling: 180.00
Id: 36208, Name: School Backpack, Selling: 180.00
Id: 36209, Name: School Backpack, Selling: 180.00
Id: 36210, Name: School Backpack, Selling: 180.00
Id: 36211, Name: School Backpack, Selling: 180.00
Id: 36212, Name: Hiking Backpack, Selling: 180.00
Id: 36213, Name: Hiking Backpack, Selling: 180.00
Id: 36214, Name: Hiking Backpack, Selling: 180.00
Id: 36215, Name: Hiking Backpack, Selling: 180.00
Id: 36216, Name: Hiking Backpack, Selling: 180.00
Id: 36217, Name: Wooden Wall, Selling: 75.00
Id: 36218, Name: SWAT Helmet, Selling: 400.00
Id: 36219, Name: Mercenary Helmet, Selling: 500.00
Id: 36220, Name: Wooden Pillar, Selling: 50.00
Id: 36221, Name: Wooden Floor, Selling: 75.00
Id: 36222, Name: Wooden Roof, Selling: 75.00
Id: 36223, Name: Scrap Wall, Selling: 475.00
Id: 36224, Name: Scrap Pillar, Selling: 400.00
Id: 36225, Name: Scrap Floor, Selling: 550.00
Id: 36226, Name: Scrap Roof, Selling: 550.00
Id: 36227, Name: Armored Wall, Selling: 700.00
Id: 36228, Name: Armored Pillar, Selling: 1000.00
Id: 36229, Name: Armored Floor, Selling: 725.00
Id: 36230, Name: Armored Roof, Selling: 725.00
Id: 36231, Name: Wooden Stairs, Selling: 75.00
Id: 36232, Name: Wooden Doorway, Selling: 75.00
Id: 36233, Name: Wooden Garage, Selling: 160.00
Id: 36234, Name: Wooden Window, Selling: 75.00
Id: 36235, Name: Wooden Ramp Wall, Selling: 75.00
Id: 36236, Name: Wooden Hole, Selling: 75.00
Id: 36237, Name: Wooden Ramp, Selling: 75.00
Id: 36238, Name: Wooden Corner, Selling: 100.00
Id: 36239, Name: Wooden Corner, Selling: 100.00
Id: 36240, Name: Triangular Wooden Roof, Selling: 200.00
Id: 36241, Name: Triangular Wooden Floor, Selling: 200.00
Id: 36242, Name: Wooden Post, Selling: 60.00
Id: 36243, Name: Wooden Rampart, Selling: 75.00
Id: 36244, Name: Triangular Wooden Hole, Selling: 125.00
Id: 36245, Name: Scrap Ramp Wall, Selling: 300.00
Id: 36246, Name: Scrap Garage, Selling: 350.00
Id: 36247, Name: Scrap Doorway, Selling: 520.00
Id: 36248, Name: Scrap Window, Selling: 480.00
Id: 36249, Name: Scrap Post, Selling: 180.00
Id: 36250, Name: Scrap Rampart, Selling: 240.00
Id: 36251, Name: Scrap Stairs, Selling: 540.00
Id: 36252, Name: Scrap Ramp, Selling: 450.00
Id: 36253, Name: Scrap Corner, Selling: 350.00
Id: 36254, Name: Scrap Corner, Selling: 350.00
Id: 36255, Name: Scrap Hole, Selling: 400.00
Id: 36256, Name: Triangular Scrap Hole, Selling: 400.00
Id: 36257, Name: Triangular Scrap Roof, Selling: 400.00
Id: 36258, Name: Triangular Scrap Floor, Selling: 400.00
Id: 36259, Name: ???, Selling: 0.00
Id: 36260, Name: Pure Pearl, Selling: 0.00
Id: 36261, Name: Daylight Pearl, Selling: 0.00
Id: 36262, Name: Dawn Pearl, Selling: 0.00
Id: 36263, Name: Dusk Pearl, Selling: 0.00
Id: 36264, Name: Midnight Pearl, Selling: 0.00
Id: 36265, Name: Armored Ramp Wall, Selling: 2000.00
Id: 36266, Name: Armored Doorway, Selling: 2000.00
Id: 36267, Name: Armored Window, Selling: 2000.00
Id: 36268, Name: Armored Garage, Selling: 2000.00
Id: 36269, Name: Armored Ramp, Selling: 2000.00
Id: 36270, Name: Armored Corner, Selling: 2000.00
Id: 36271, Name: Armored Corner, Selling: 2000.00
Id: 36272, Name: Armored Stairs, Selling: 2000.00
Id: 36273, Name: Armored Hole, Selling: 2000.00
Id: 36274, Name: Armored Post, Selling: 2000.00
Id: 36275, Name: Armored Rampart, Selling: 2000.00
Id: 36276, Name: Triangular Armored Floor, Selling: 625.00
Id: 36277, Name: Triangular Armored Roof, Selling: 625.00
Id: 36278, Name: Triangular Armored Hole, Selling: 600.00
Id: 36279, Name: Tanktrap, Selling: 50.00
Id: 36280, Name: Wooden Door, Selling: 100.00
Id: 36281, Name: Scrap Door, Selling: 480.00
Id: 36282, Name: Armored Door, Selling: 750.00
Id: 36284, Name: Tape, Selling: 15.00
Id: 36285, Name: Bedroll, Selling: 60.00
Id: 36286, Name: Bedroll, Selling: 60.00
Id: 36287, Name: Bedroll, Selling: 60.00
Id: 36288, Name: Bedroll, Selling: 60.00
Id: 36289, Name: Bedroll, Selling: 60.00
Id: 36290, Name: Twig Ladder, Selling: 0.00
Id: 36291, Name: Wooden Ladder, Selling: 100.00
Id: 36292, Name: Cloth Plate, Selling: 50.00
Id: 36293, Name: Wooden Crate, Selling: 250.00
Id: 36294, Name: Scrap Locker, Selling: 250.00
Id: 36295, Name: Armored Locker, Selling: 2000.00
Id: 36296, Name: Wooden Table, Selling: 90.00
Id: 36297, Name: Wooden Chair, Selling: 80.00
Id: 36298, Name: Wooden Bed, Selling: 100.00
Id: 36299, Name: Wooden Bed, Selling: 100.00
Id: 36300, Name: Wooden Bed, Selling: 100.00
Id: 36301, Name: Wooden Bed, Selling: 100.00
Id: 36302, Name: Wooden Bed, Selling: 100.00
Id: 36303, Name: Mercenary Helmet, Selling: 500.00
Id: 36304, Name: Mercenary Helmet, Selling: 500.00
Id: 36305, Name: Mercenary Vest, Selling: 500.00
Id: 36306, Name: Farmer Overalls, Selling: 25.00
Id: 36307, Name: Farmer Top, Selling: 40.00
Id: 36308, Name: Farmer Top, Selling: 40.00
Id: 36309, Name: Farmer Overalls, Selling: 25.00
Id: 36310, Name: Farmer Overalls, Selling: 25.00
Id: 36311, Name: Farmer Overalls, Selling: 25.00
Id: 36312, Name: Farmer Overalls, Selling: 25.00
Id: 36313, Name: Farmer Top, Selling: 40.00
Id: 36314, Name: Farmer Top, Selling: 40.00
Id: 36315, Name: Farmer Top, Selling: 40.00
Id: 36316, Name: Farmer Hat, Selling: 15.00
Id: 36317, Name: Farmer Hat, Selling: 15.00
Id: 36318, Name: Farmer Hat, Selling: 15.00
Id: 36319, Name: Torn T-shirt, Selling: 10.00
Id: 36320, Name: Torn Bottoms, Selling: 30.00
Id: 36321, Name: Torn Bottoms, Selling: 30.00
Id: 36322, Name: Torn Bottoms, Selling: 30.00
Id: 36323, Name: Torn T-shirt, Selling: 10.00
Id: 36324, Name: Torn T-shirt, Selling: 10.00
Id: 36325, Name: 9mm Ammo Crate, Selling: 0.00
Id: 36326, Name: 9mm Ammo Crate, Selling: 0.00
Id: 36327, Name: 5.56mm Ammo Crate, Selling: 0.00
Id: 36328, Name: 5.56mm Ammo Crate, Selling: 0.00
Id: 36329, Name: 7.62mm Ammo Crate, Selling: 0.00
Id: 36330, Name: 7.62mm Ammo Crate, Selling: 0.00
Id: 36331, Name: Crossbow, Selling: 450.00
Id: 36332, Name: Crossbow Barrel, Selling: 0.00
Id: 36333, Name: Wooden Arrow, Selling: 25.00
Id: 36334, Name: Metal Arrow, Selling: 50.00
Id: 36335, Name: Merlin, Selling: 2900.00
Id: 36336, Name: Herdsman, Selling: 1600.00
Id: 36337, Name: Herd, Selling: 0.00
Id: 36338, Name: Claim Banner, Selling: 500.00
Id: 36339, Name: Claim Flag, Selling: 2000.00
Id: 36340, Name: Armored Display Locker, Selling: 2000.00
Id: 36341, Name: Compact Binoculars, Selling: 50.00
Id: 36342, Name: Compact Binoculars, Selling: 50.00
Id: 36343, Name: Claim Banner, Selling: 2000.00
Id: 36344, Name: Claim Banner, Selling: 2000.00
Id: 36345, Name: Claim Banner, Selling: 2000.00
Id: 36346, Name: Claim Banner, Selling: 2000.00
Id: 36347, Name: Claim Flag, Selling: 2000.00
Id: 36348, Name: Claim Flag, Selling: 2000.00
Id: 36349, Name: Claim Flag, Selling: 2000.00
Id: 36350, Name: Claim Flag, Selling: 2000.00
Id: 36351, Name: Wooden Library, Selling: 125.00
Id: 36352, Name: Scrap Library, Selling: 250.00
Id: 36353, Name: Armored Library, Selling: 500.00
Id: 36354, Name: Medkit, Selling: 80.00
Id: 36355, Name: Metal Sheet, Selling: 125.00
Id: 36356, Name: Gun Oil, Selling: 100.00
Id: 36357, Name: Splint, Selling: 20.00
Id: 36358, Name: Cotton Wool, Selling: 40.00
Id: 36359, Name: Adrenaline, Selling: 40.00
Id: 36360, Name: Iodine Tablets, Selling: 50.00
Id: 36361, Name: Bandage, Selling: 15.00
Id: 36362, Name: Dressing, Selling: 30.00
Id: 36363, Name: Small Generator, Selling: 0.00
Id: 36364, Name: Large Generator, Selling: 5000.00
Id: 36365, Name: Oxygenator, Selling: 5000.00
Id: 36366, Name: Headlamp, Selling: 100.00
Id: 36367, Name: Flashlight, Selling: 50.00
Id: 36368, Name: Detonator , Selling: 2500.00
Id: 36369, Name: C4, Selling: 0.00
Id: 36370, Name: Gunpowder, Selling: 0.00
Id: 36371, Name: Light, Selling: 0.00
Id: 36372, Name: Torch, Selling: 50.00
Id: 36373, Name: Parachute, Selling: 75.00
Id: 36374, Name: Frying Pan, Selling: 50.00
Id: 36375, Name: Officers Sword, Selling: 125.00
Id: 36376, Name: Saucepan, Selling: 50.00
Id: 36377, Name: Hunting Knife, Selling: 100.00
Id: 36378, Name: Field Knife, Selling: 100.00
Id: 36379, Name: Broom, Selling: 125.00
Id: 36380, Name: Nightstick, Selling: 100.00
Id: 36381, Name: Baton, Selling: 50.00
Id: 36382, Name: Chefs Knife, Selling: 100.00
Id: 36383, Name: Fisherman Hat, Selling: 20.00
Id: 36384, Name: Fisherman Overalls, Selling: 40.00
Id: 36385, Name: Fisherman Top, Selling: 50.00
Id: 36386, Name: Leather Top, Selling: 25.00
Id: 36387, Name: Leather Bottom, Selling: 20.00
Id: 36388, Name: Leather Vest, Selling: 100.00
Id: 36389, Name: Cloth Pack Mk.I, Selling: 50.00
Id: 36390, Name: Cloth Pack Mk.II, Selling: 100.00
Id: 36391, Name: Cloth Pack Mk.III, Selling: 150.00
Id: 36392, Name: Cloth Pack Mk.IV, Selling: 200.00
Id: 36393, Name: Scrub Bottoms, Selling: 40.00
Id: 36394, Name: Scrub Top, Selling: 50.00
Id: 36395, Name: Bone Saw, Selling: 150.00
Id: 36396, Name: Snow Shovel, Selling: 50.00
Id: 36397, Name: GPS, Selling: 60.00
Id: 36398, Name: Compass, Selling: 100.00
Id: 36399, Name: Chart, Selling: 15.00
Id: 36400, Name: Devastator, Selling: 0.00
Id: 36401, Name: Devastator Magazine, Selling: 0.00
Id: 36402, Name: Sentry Barrel, Selling: 0.00
Id: 36403, Name: Sentry Engine, Selling: 0.00
Id: 36404, Name: Sentry Receiver, Selling: 0.00
Id: 36405, Name: Turret, Selling: 8000.00
Id: 36406, Name: Sentry, Selling: 0.00
Id: 36407, Name: Spotlight, Selling: 90.00
Id: 36408, Name: Makeshift Canteen, Selling: 25.00
Id: 36409, Name: Canteen, Selling: 50.00
Id: 36410, Name: Axe, Selling: 100.00
Id: 36411, Name: Flashbang, Selling: 150.00
Id: 36412, Name: Grenade, Selling: 0.00
Id: 36413, Name: Drill, Selling: 200.00
Id: 36414, Name: Canned Beans, Selling: 20.00
Id: 36415, Name: Karjalanpiirakka, Selling: 0.00
Id: 36416, Name: Croissant, Selling: 0.00
Id: 36417, Name: Burrito, Selling: 0.00
Id: 36418, Name: MRE, Selling: 0.00
Id: 36419, Name: Orange Juice, Selling: 12.00
Id: 36420, Name: Bottled Water, Selling: 15.00
Id: 36421, Name: Bottled Soda, Selling: 15.00
Id: 36422, Name: Bottled Soda, Selling: 15.00
Id: 36423, Name: Bottled Milk, Selling: 15.00
Id: 36424, Name: Canned Soda, Selling: 20.00
Id: 36425, Name: Tomato Soup, Selling: 30.00
Id: 36426, Name: Canned Soda, Selling: 20.00
Id: 36427, Name: Canned Sardines, Selling: 20.00
Id: 36428, Name: Chocolate Bar, Selling: 15.00
Id: 36429, Name: Snowberry Juice, Selling: 20.00
Id: 36430, Name: Chicken Soup, Selling: 30.00
Id: 36431, Name: Canned Salmon, Selling: 20.00
Id: 36432, Name: Canned Energy Drink, Selling: 30.00
Id: 36433, Name: Energy Bar, Selling: 15.00
Id: 36434, Name: Candy Bar, Selling: 15.00
Id: 36435, Name: Coconut Bar, Selling: 15.00
Id: 36436, Name: Caramel Bar, Selling: 15.00
Id: 36437, Name: Milk Carton, Selling: 0.00
Id: 36438, Name: Apple Juice, Selling: 12.00
Id: 36439, Name: Grape Juice, Selling: 12.00
Id: 36440, Name: Tactical Bayonet, Selling: 60.00
Id: 36441, Name: Stubby Grip, Selling: 50.00
Id: 36442, Name: RAID Bipod, Selling: 60.00
Id: 36443, Name: RAID Bipod, Selling: 60.00
Id: 36444, Name: F-11 Bipod, Selling: 55.00
Id: 36445, Name: F-11 Bipod, Selling: 55.00
Id: 36446, Name: REAPER Vertical Grip, Selling: 50.00
Id: 36447, Name: K&R Horizontal Grip, Selling: 50.00
Id: 36448, Name: BVL Tilted Grip, Selling: 50.00
Id: 36449, Name: Iron Sights, Selling: 25.00
Id: 36450, Name: F-11 "FÃƒÂ¤lscher" Stock, Selling: 0.00
Id: 36451, Name: NP9 "Kinnie", Selling: 5000.00
Id: 36452, Name: 9mm Magazine, Selling: 50.00
Id: 36453, Name: 9mm Box, Selling: 125.00
Id: 36454, Name: 9mm Drum, Selling: 80.00
Id: 36455, Name: K&R Hand Stop, Selling: 125.00
Id: 36456, Name: B-3 4x Scope, Selling: 40.00
